numero_de_cliente	cantidad_votos	detalle_modelos
888059489	4	V3_1s + V3_2q + V3_3q + V3_4m
888484947	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
888632693	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
888696656	3	V3_2q + V3_3q + V3_4q
888724581	4	V3_1s + V3_2q + V3_3q + V3_4m
888769141	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
888841848	3	V3_3q + V3_4m + V3_4q
888931985	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
889411116	3	V3_3q + V3_4m + V3_4q
889428041	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
889682047	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
889762116	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
889941442	3	V3_1s + V3_2q + V3_4m
889981843	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
890056523	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
890089418	3	V3_1s + V3_2q + V3_4q
890153808	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
890285371	4	V3_1s + V3_2q + V3_3q + V3_4m
890293979	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
890324167	3	V3_1s + V3_2q + V3_4m
890382801	4	V3_1s + V3_2q + V3_3q + V3_4m
890392860	3	V3_3q + V3_4m + V3_4q
890604791	4	V3_1s + V3_2q + V3_4m + V3_4q
890836628	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
890927636	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
891203375	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
891240352	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
891332163	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
891444836	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
891471019	4	V3_1s + V3_2q + V3_4m + V3_4q
891540883	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
891873360	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
891967647	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892010167	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892325795	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892342789	3	V3_2q + V3_4m + V3_4q
892394856	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892564122	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892588845	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892669571	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892671321	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892732440	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892786625	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892815720	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892827752	3	V3_3q + V3_4m + V3_4q
892941519	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892943927	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892981339	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
892988923	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893074610	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893145644	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893146224	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893244969	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893279974	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893463894	4	V3_1s + V3_2q + V3_3q + V3_4m
893531862	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893636294	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893677866	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893684356	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893855586	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
893923332	4	V3_1s + V3_2q + V3_4m + V3_4q
893924357	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
894012743	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
894124613	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
894215194	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
894218251	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
894315169	4	V3_1s + V3_2q + V3_4m + V3_4q
894662309	4	V3_1s + V3_2q + V3_4m + V3_4q
894719337	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
894855486	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
895051738	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
895253746	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
895414327	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
895521970	4	V3_1s + V3_2q + V3_3q + V3_4m
895629323	3	V3_3q + V3_4m + V3_4q
895634063	4	V3_1s + V3_2q + V3_4m + V3_4q
895729887	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
895810400	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
896158769	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
896290836	4	V3_1s + V3_2q + V3_4m + V3_4q
896359171	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
896511879	3	V3_2q + V3_3q + V3_4m
896607490	3	V3_3q + V3_4m + V3_4q
896667217	3	V3_1s + V3_2q + V3_4m
896768438	4	V3_1s + V3_2q + V3_3q + V3_4q
896789446	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
896968627	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
897022811	4	V3_1s + V3_2q + V3_3q + V3_4m
897056723	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
897355425	4	V3_1s + V3_2q + V3_3q + V3_4m
897573846	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
897815017	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
897999159	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
898198980	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
898346214	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
898424540	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
898518255	3	V3_1s + V3_2q + V3_4m
898544720	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
898779699	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
898789247	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899018317	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899081101	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899199393	4	V3_1s + V3_2q + V3_3q + V3_4m
899234466	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899274799	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899339334	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899605372	4	V3_1s + V3_2q + V3_3q + V3_4q
899686320	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899706380	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899743357	3	V3_1s + V3_2q + V3_4m
899808037	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
899966586	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
900023469	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
900196817	4	V3_1s + V3_2q + V3_4m + V3_4q
900374315	3	V3_3q + V3_4m + V3_4q
900403777	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
900540661	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
900582523	4	V3_1s + V3_2q + V3_3q + V3_4q
900601045	4	V3_1s + V3_2q + V3_3q + V3_4q
900815674	4	V3_1s + V3_2q + V3_3q + V3_4m
900851405	3	V3_1s + V3_3q + V3_4q
901013523	3	V3_1s + V3_2q + V3_3q
901237990	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
901251773	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
901382166	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
901451236	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
901451885	4	V3_1s + V3_2q + V3_3q + V3_4m
901494037	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
901721356	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
901733679	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
901783047	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
901926788	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902025456	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902089564	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902155268	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902213031	3	V3_1s + V3_2q + V3_4m
902231332	4	V3_1s + V3_2q + V3_3q + V3_4q
902428386	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902440999	4	V3_1s + V3_2q + V3_3q + V3_4q
902504441	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902559574	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902562639	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902701863	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902742332	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902797687	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902883375	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902897593	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
902960454	4	V3_1s + V3_2q + V3_3q + V3_4q
903006552	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
903009319	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
903062043	4	V3_2q + V3_3q + V3_4m + V3_4q
903174571	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
903268064	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
903403419	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
903475904	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
903542710	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
903593462	3	V3_1s + V3_2q + V3_4m
903819466	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
904062823	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
904345053	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
904351910	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
904359707	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
904445907	4	V3_1s + V3_2q + V3_3q + V3_4m
904900101	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905054124	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905305354	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905328839	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905355167	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905411170	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905418753	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905500803	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905665834	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905684066	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905717832	3	V3_1s + V3_3q + V3_4m
905838891	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905840855	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905846184	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905863759	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905907952	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
905931795	4	V3_1s + V3_2q + V3_3q + V3_4m
906041044	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906065766	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906172966	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906198781	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906355938	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906419098	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906539064	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906608560	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906656255	4	V3_1s + V3_2q + V3_4m + V3_4q
906710585	4	V3_1s + V3_2q + V3_4m + V3_4q
906768493	3	V3_1s + V3_2q + V3_4q
906803497	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906811003	3	V3_1s + V3_2q + V3_3q
906848416	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906947451	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
906977861	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
907133122	4	V3_1s + V3_2q + V3_3q + V3_4q
907499878	3	V3_1s + V3_3q + V3_4m
907501116	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
907728214	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
907781083	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
907967335	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
907968581	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
908138573	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
908202015	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
908207199	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
908439394	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
908442169	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
908634331	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
908770702	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
908963162	3	V3_1s + V3_2q + V3_4m
909027483	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909059934	3	V3_1s + V3_2q + V3_4q
909060369	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909069848	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909142487	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909165237	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909262155	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909452719	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909464529	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909540080	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909543069	3	V3_1s + V3_4m + V3_4q
909601413	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909606229	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909669970	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909694547	4	V3_2q + V3_3q + V3_4m + V3_4q
909721089	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
909854761	4	V3_1s + V3_2q + V3_4m + V3_4q
910018194	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
910202917	4	V3_1s + V3_2q + V3_3q + V3_4m
910339878	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
910394498	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
910395224	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
910454225	3	V3_1s + V3_2q + V3_4q
910459041	4	V3_1s + V3_2q + V3_4m + V3_4q
910498999	4	V3_1s + V3_2q + V3_4m + V3_4q
910521825	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
910799461	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
911089854	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
911390316	4	V3_1s + V3_3q + V3_4m + V3_4q
911524578	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
911872068	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
911891616	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
912037321	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
912092308	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
912166117	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
912188799	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
912210378	4	V3_2q + V3_3q + V3_4m + V3_4q
912218910	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
912454760	4	V3_1s + V3_2q + V3_3q + V3_4q
912754197	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
912784974	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
912792191	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
913151508	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
913283797	3	V3_1s + V3_3q + V3_4m
913400331	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
913683141	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
913951878	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914069803	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914086797	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914318267	3	V3_2q + V3_3q + V3_4m
914367635	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914398557	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914495842	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914625364	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914780036	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914806005	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914836919	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914846697	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
914874118	4	V3_1s + V3_2q + V3_3q + V3_4m
915043452	3	V3_3q + V3_4m + V3_4q
915064964	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915103615	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915142633	3	V3_2q + V3_3q + V3_4m
915175519	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915199371	3	V3_1s + V3_2q + V3_4m
915201634	3	V3_1s + V3_2q + V3_3q
915217458	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915332172	4	V3_1s + V3_2q + V3_3q + V3_4m
915442796	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915467886	4	V3_1s + V3_2q + V3_3q + V3_4q
915577570	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915601268	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915621182	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915724368	3	V3_1s + V3_2q + V3_4q
915751644	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915785265	4	V3_1s + V3_2q + V3_3q + V3_4m
915822532	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915900056	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915901585	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915942208	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
915965470	4	V3_1s + V3_2q + V3_3q + V3_4m
916069100	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
916131739	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
916205326	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
916310484	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
916400553	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
916478580	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
916743090	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
917150896	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
917378720	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
917594877	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
917608737	3	V3_3q + V3_4m + V3_4q
917779745	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
917822333	4	V3_1s + V3_2q + V3_4m + V3_4q
917887534	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918019020	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918024930	4	V3_1s + V3_2q + V3_3q + V3_4m
918062778	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918063213	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918154811	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918186100	3	V3_1s + V3_2q + V3_3q
918301250	3	V3_1s + V3_3q + V3_4q
918359081	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918668219	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918717152	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918822968	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918877955	4	V3_1s + V3_2q + V3_3q + V3_4q
918914710	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
918940961	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
919000987	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
919161859	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
919227572	4	V3_1s + V3_2q + V3_3q + V3_4m
919242807	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
919276863	3	V3_1s + V3_2q + V3_3q
919286419	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
919411415	3	V3_1s + V3_3q + V3_4q
919561578	3	V3_1s + V3_3q + V3_4m
919683876	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
919744260	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
919762125	3	V3_1s + V3_2q + V3_3q
919886395	4	V3_1s + V3_2q + V3_3q + V3_4q
919922852	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920036114	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920336866	4	V3_1s + V3_2q + V3_4m + V3_4q
920364646	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920563443	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920572051	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920595535	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920599327	4	V3_1s + V3_2q + V3_3q + V3_4m
920614425	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920695228	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920700838	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920747585	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
920750138	4	V3_1s + V3_2q + V3_4m + V3_4q
920804613	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921083418	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921131326	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921204623	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921323786	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921324299	4	V3_2q + V3_3q + V3_4m + V3_4q
921331370	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921371259	3	V3_1s + V3_2q + V3_4q
921426178	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921427271	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921468689	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921497058	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921583915	4	V3_1s + V3_2q + V3_4m + V3_4q
921612506	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
921660414	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
922122772	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
922446352	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
922625754	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
922630349	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
922716036	4	V3_1s + V3_2q + V3_3q + V3_4m
922884423	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
922909068	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
922946481	3	V3_2q + V3_3q + V3_4q
923107942	4	V3_1s + V3_3q + V3_4m + V3_4q
923169129	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
923224919	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
923231922	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
923518524	3	V3_1s + V3_3q + V3_4m
923541931	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
923638925	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
923692307	3	V3_1s + V3_2q + V3_4q
923752692	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
923843264	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
923876304	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
924092095	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
924209217	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
924211113	4	V3_1s + V3_2q + V3_3q + V3_4m
924380448	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
924470875	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
924474017	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
924568091	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
924719851	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925026726	3	V3_1s + V3_2q + V3_4q
925055539	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925138016	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925223413	3	V3_1s + V3_2q + V3_4m
925304583	4	V3_1s + V3_2q + V3_4m + V3_4q
925413610	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925428700	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925526574	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925736378	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925742510	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925777727	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
925875670	3	V3_1s + V3_3q + V3_4q
925922638	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926000230	4	V3_1s + V3_2q + V3_3q + V3_4q
926181093	4	V3_1s + V3_2q + V3_3q + V3_4m
926181751	4	V3_1s + V3_2q + V3_4m + V3_4q
926236738	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926251102	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926304996	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926653366	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926668977	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926676705	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926838525	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926839771	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926858508	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926923051	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
926962214	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
